,projectName,Repository,Total Issues,Date Range,Runtime Errors %,Performance Issues %,Async Programming %,State Management %,Browser Compatibility %,Security Vulnerabilities %,Dependency Management %,Framework-Specific %,Network & API %,Configuration & Build %,Top Categories
154,shruti3101.github.io,,0.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
155,simple-server,,0.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
156,site-settings-seo,site-settings-seo,12.0,issues created before 2021-01-01,0.0,4.76,0.0,0.0,9.52,15.87,33.33,0.0,26.98,9.52,"Dependency Management, Network & API, Security Vulnerabilities"
157,sm-crypto,sm-crypto,36.0,issues created before 2021-01-01,15.38,0.0,0.0,11.54,19.23,0.0,7.69,11.54,15.38,19.23,"Browser Compatibility, Configuration & Build, Runtime Errors"
158,smerge,smerge,90.0,issues created before 2021-01-01,0.0,0.0,0.0,2.1,16.08,9.79,41.96,0.0,19.58,10.49,"Dependency Management, Network & API, Browser Compatibility"
159,snowflake-connector-nodejs,snowflake-connector-nodejs,139.0,issues created before 2021-01-01,1.18,0.79,9.06,5.12,12.6,3.54,24.02,3.94,29.53,10.24,"Network & API, Dependency Management, Browser Compatibility"
160,snowstorm,,0.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
161,SoftUniPractice,,0.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
162,sonnen-dashboard,sonnen-dashboard,2.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
163,soundTest,,0.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
164,spoof-timezone,spoof-timezone,20.0,issues created before 2021-01-01,0.0,0.0,2.33,2.33,51.16,0.0,18.6,0.0,20.93,4.65,"Browser Compatibility, Network & API, Dependency Management"
165,sprinter-turtle,,0.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
166,stanlee12.github.io,,0.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
167,stats-of-the-storm,stats-of-the-storm,308.0,issues created before 2021-01-01,1.44,1.08,1.81,5.05,23.83,3.25,24.55,0.72,27.8,10.47,"Network & API, Dependency Management, Browser Compatibility"
168,stellarguard,stellarguard,45.0,issues created before 2021-01-01,0.5,0.0,2.51,1.01,14.57,10.55,36.68,0.5,23.12,10.55,"Dependency Management, Network & API, Browser Compatibility"
169,sticky-events,sticky-events,131.0,issues created before 2021-01-01,1.59,0.14,1.94,1.87,9.62,7.96,39.1,1.45,23.74,12.6,"Dependency Management, Network & API, Configuration & Build"
170,stills,stills,5.0,issues created before 2021-01-01,2.33,0.0,0.0,0.0,9.3,9.3,46.51,0.0,20.93,11.63,"Dependency Management, Network & API, Configuration & Build"
171,streetlives-api,streetlives-api,44.0,issues created before 2021-01-01,3.01,0.0,1.81,1.81,13.25,7.23,34.34,0.0,28.92,9.64,"Dependency Management, Network & API, Browser Compatibility"
172,study-collections,study-collections,1.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,9.09,9.09,45.45,0.0,27.27,9.09,"Dependency Management, Network & API, Browser Compatibility"
173,SubscriptionsWeb,SubscriptionsWeb,4.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,9.09,9.09,45.45,0.0,22.73,13.64,"Dependency Management, Network & API, Configuration & Build"
174,surveyjs-wordpress,surveyjs-wordpress,21.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,37.93,0.0,17.24,13.79,27.59,3.45,"Browser Compatibility, Network & API, Dependency Management"
175,svenenwouter2,svenenwouter2,116.0,issues created before 2021-01-01,2.3,0.0,0.0,2.3,87.36,0.0,0.0,0.0,1.15,6.9,"Browser Compatibility, Configuration & Build, Runtime Errors"
176,svn-repository-provider,svn-repository-provider,660.0,issues created before 2021-01-01,3.77,2.35,0.59,0.24,13.85,0.59,54.99,0.2,10.62,12.82,"Dependency Management, Browser Compatibility, Configuration & Build"
177,TCDI,TCDI,5.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,14.29,0.0,14.29,14.29,14.29,42.86,"Configuration & Build, Browser Compatibility, Dependency Management"
178,ThunderSite,ThunderSite,21.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,14.29,7.14,35.71,0.0,28.57,14.29,"Dependency Management, Network & API, Browser Compatibility"
179,trial-bot,,0.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
180,TweetTest,,0.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
181,unimail,unimail,84.0,issues created before 2021-01-01,0.67,0.22,1.45,0.56,9.59,8.58,42.81,0.0,27.76,8.36,"Dependency Management, Network & API, Browser Compatibility"
182,upVotePlugin,upVotePlugin,11.0,issues created before 2021-01-01,3.85,0.0,0.0,3.85,7.69,7.69,38.46,0.0,23.08,15.38,"Dependency Management, Network & API, Configuration & Build"
183,urdf-loaders,urdf-loaders,191.0,issues created before 2021-01-01,1.18,1.18,2.36,3.54,25.98,2.36,22.44,1.18,33.07,6.69,"Network & API, Browser Compatibility, Dependency Management"
184,user-app,user-app,640.0,issues created before 2021-01-01,1.69,1.5,1.12,5.43,20.04,6.55,28.28,2.62,23.97,8.8,"Dependency Management, Network & API, Browser Compatibility"
185,userscripts,userscripts,1.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
186,videomost,videomost,4.0,issues created before 2021-01-01,0.0,4.76,4.76,9.52,14.29,9.52,23.81,0.0,23.81,9.52,"Dependency Management, Network & API, Browser Compatibility"
187,vue-mta-activity,,0.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
188,vue-nutrition-label,vue-nutrition-label,5.0,issues created before 2021-01-01,0.0,0.0,5.0,5.0,10.0,5.0,25.0,10.0,25.0,15.0,"Dependency Management, Network & API, Configuration & Build"
189,vue-signature-pad,vue-signature-pad,287.0,issues created before 2021-01-01,1.99,3.23,2.5,2.55,10.55,0.91,37.38,11.4,16.05,13.44,"Dependency Management, Network & API, Configuration & Build"
190,wai-website-theme,wai-website-theme,25.0,issues created before 2021-01-01,0.0,0.0,0.0,5.26,31.58,0.0,0.0,15.79,36.84,10.53,"Network & API, Browser Compatibility, Framework-Specific"
191,webpack-bugsnag-plugins,webpack-bugsnag-plugins,49.0,issues created before 2021-01-01,1.81,0.0,4.82,0.6,12.05,0.6,17.47,2.41,25.3,34.94,"Configuration & Build, Network & API, Dependency Management"
192,webpack-compass-imagehelper,webpack-compass-imagehelper,8.0,issues created before 2021-01-01,0.0,2.2,2.2,1.1,8.79,8.79,43.96,0.0,25.27,7.69,"Dependency Management, Network & API, Browser Compatibility"
193,webpack-mpa,webpack-mpa,580.0,issues created before 2021-01-01,1.32,2.16,1.8,1.76,11.95,2.74,39.88,0.76,14.25,23.39,"Dependency Management, Configuration & Build, Network & API"
194,website,website,15.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,"Dependency Management, Runtime Errors, Performance Issues"
195,website-source,,0.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
196,wikipedia-viewer-reactjs,,0.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
197,WME-GIS-Layers,WME-GIS-Layers,59.0,issues created before 2021-01-01,6.25,0.0,0.0,9.38,65.62,0.0,0.0,0.0,15.62,3.12,"Browser Compatibility, Network & API, State Management"
198,yid,,0.0,issues created before 2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
199,zigbee-adapter,zigbee-adapter,272.0,issues created before 2021-01-01,2.59,0.94,0.71,6.37,23.58,2.36,14.62,0.24,36.32,12.26,"Network & API, Browser Compatibility, Dependency Management"
