projectName,criticalSeverityCount,highSeverityCount,mediumSeverityCount,lowSeverityCount,totalVulnerabilities,numberOfIssuesRelatedToConsistentCode,numberOfIssuesRelatedToIntentionalCode,numberOfIssuesRelatedToAdaptableCode,numberOfIssuesRelatedToResponsibleCode,numberOfBugs,numberOfCodeSmells,full_name,html_url,description,language,created_at,updated_at,pushed_at,stargazers_count,forks_count,open_issues_count,license,topics,totalTimeNeededToRemoveDebts_mins
hosea,0,0,0,0,0,4,90,6,0,6,94,vielhuber/hosea,https://github.com/vielhuber/hosea,☕ The personal assistant. ☕,JavaScript,2018-01-27T21:38:11Z,2025-02-19T16:18:30Z,2025-02-19T16:18:28Z,1,0,0,,"['javascript', 'scheduler', 'tickets']",656
hosted-fields-sdk,8,36,24,3,71,0,25,1,0,0,25,devcode-git/hosted-fields-sdk,https://github.com/devcode-git/hosted-fields-sdk,,JavaScript,2018-01-26T10:07:08Z,2025-02-25T15:30:33Z,2025-03-07T15:46:13Z,3,4,3,,[],146
hotballoon,0,0,0,0,0,2,66,6,0,13,61,flexiooss/hotballoon,https://github.com/flexiooss/hotballoon,Small JavaScript library for building interfaces,JavaScript,2018-01-17T09:53:09Z,2025-03-06T10:23:32Z,2025-03-16T19:21:21Z,3,0,10,Apache License 2.0,"['frontend', 'hotballoon', 'javascript']",366
html_to_md,0,0,0,0,0,3,26,1,0,5,25,JaninaWibker/html_to_md,https://github.com/JaninaWibker/html_to_md,,JavaScript,2018-01-14T21:04:16Z,2025-03-14T17:17:08Z,2025-03-14T17:17:05Z,0,0,2,MIT License,[],98
Huebot,0,0,0,0,0,5,22,7,0,4,30,Merkoba/Huebot,https://github.com/Merkoba/Huebot,Bot companion for Hue,JavaScript,2018-01-30T22:33:01Z,2025-02-10T20:17:25Z,2025-02-10T20:17:22Z,0,0,0,MIT License,[],421
id-auth,0,0,0,0,0,1,95,4,0,1,99,citizenos/id-auth,https://github.com/citizenos/id-auth,Service for authenticating with Estonian ID-card (https://www.id.ee/index.php?id=30470),JavaScript,2018-01-17T11:43:46Z,2025-02-28T16:11:28Z,2025-02-28T16:11:25Z,0,0,1,Other,[],535
idsia-robotics.github.io,0,0,0,0,0,6,91,3,0,1,99,idsia-robotics/idsia-robotics.github.io,https://github.com/idsia-robotics/idsia-robotics.github.io,Official page of Autonomous Robotics Lab @ IDSIA USI-SUPSI,JavaScript,2018-01-22T14:26:28Z,2025-02-21T09:44:43Z,2025-02-21T09:44:40Z,4,0,0,,[],727
jamestim9215.github.io,0,0,0,0,0,8,92,0,0,0,100,jamestim9215/jamestim9215.github.io,https://github.com/jamestim9215/jamestim9215.github.io,,JavaScript,2018-01-29T05:17:39Z,2025-03-04T08:39:59Z,2025-03-04T08:39:55Z,1,0,42,,[],560
JavaScriptGrunnkurs,0,0,0,0,0,8,89,1,2,8,90,ITFakultetet/JavaScriptGrunnkurs,https://github.com/ITFakultetet/JavaScriptGrunnkurs,Eksempel-filer til JavaScript Grunnkurs,JavaScript,2018-01-05T21:49:31Z,2025-03-06T11:31:19Z,2025-03-06T11:31:15Z,0,0,9,,[],564
jquery-ui,0,0,0,0,0,1,99,0,0,31,69,moshang-ax/jquery-ui,https://github.com/moshang-ax/jquery-ui,jQuery Form表单组件库,JavaScript,2018-01-10T02:08:29Z,2025-03-02T03:25:10Z,2025-03-02T03:25:06Z,2,1,0,,"['jquery', 'jquery-components', 'jquery-library', 'jquery-ui']",572
jquery.autoSizes,0,0,0,0,0,0,16,1,0,1,16,bryanbuchanan/jquery.autoSizes,https://github.com/bryanbuchanan/jquery.autoSizes,,JavaScript,2018-01-24T18:58:23Z,2025-02-18T07:57:08Z,2025-02-18T07:57:04Z,0,0,0,MIT License,[],109
jvorob.github.io,0,0,0,0,0,13,86,1,0,3,97,jvorob/jvorob.github.io,https://github.com/jvorob/jvorob.github.io,Personal Website,JavaScript,2018-01-22T19:57:51Z,2025-03-09T21:22:01Z,2025-03-09T21:21:57Z,0,0,0,MIT License,[],701
JZZ-input-Kbd,0,0,0,0,0,4,94,2,0,0,100,jazz-soft/JZZ-input-Kbd,https://github.com/jazz-soft/JZZ-input-Kbd,Virtual piano controls for your MIDI projects,JavaScript,2018-01-23T05:21:06Z,2025-03-13T02:00:19Z,2025-03-13T02:00:15Z,10,1,2,,"['midi', 'web-midi', 'web-midi-api', 'webmidi', 'webmidiapi']",566
karma-child-process,0,0,0,0,0,0,6,0,0,0,6,TNG/karma-child-process,https://github.com/TNG/karma-child-process,,JavaScript,2018-01-29T11:52:16Z,2025-02-19T21:17:59Z,2025-02-19T21:17:55Z,2,1,0,Apache License 2.0,[],30
kis-jsdoc-plugin,4,25,13,1,43,0,19,0,0,4,15,kisssdev/kis-jsdoc-plugin,https://github.com/kisssdev/kis-jsdoc-plugin,A jsdoc plugin associated with a custom template that generates markdown documentation in a 'Keep It Simple' way.,JavaScript,2018-01-14T16:47:54Z,2025-03-16T10:36:53Z,2025-03-16T10:36:50Z,1,1,0,MIT License,[],95
koha-plugin-cloudlibrary,9,27,22,1,59,14,83,3,0,1,99,bywatersolutions/koha-plugin-cloudlibrary,https://github.com/bywatersolutions/koha-plugin-cloudlibrary,,JavaScript,2018-01-09T12:16:17Z,2025-02-19T21:23:42Z,2025-02-19T21:30:58Z,0,2,15,GNU General Public License v3.0,[],634
laravel-mail-viewer,31,109,110,4,254,15,13,0,0,4,24,MasterRO94/laravel-mail-viewer,https://github.com/MasterRO94/laravel-mail-viewer,Easily log and view in browser outgoing emails.,JavaScript,2018-01-12T14:12:23Z,2025-02-24T21:39:30Z,2025-02-27T23:22:06Z,61,12,0,MIT License,[],62
larvitbase-www,11,25,17,1,54,1,2,1,0,0,4,larvit/larvitbase-www,https://github.com/larvit/larvitbase-www,,JavaScript,2018-01-16T19:58:49Z,2025-03-10T18:45:12Z,2025-03-11T13:00:23Z,0,3,3,ISC License,[],22
launch-editor,0,0,0,0,0,4,2,1,0,0,7,yyx990803/launch-editor,https://github.com/yyx990803/launch-editor,Open file in editor from Node.js.,JavaScript,2018-01-06T18:08:42Z,2025-03-16T15:40:27Z,2025-02-17T15:09:42Z,621,69,9,MIT License,[],45
learn-web,0,0,0,0,0,10,90,0,0,13,87,dobernike/learn-web,https://github.com/dobernike/learn-web,learn to be a fullstack developer,JavaScript,2018-01-16T13:36:44Z,2025-03-01T03:05:02Z,2025-03-01T03:04:58Z,8,4,189,,[],405
LearningSystem,0,0,0,0,0,0,100,0,0,5,95,weishakeji/LearningSystem,https://github.com/weishakeji/LearningSystem,前后端分离（MVVM架构），C#、Sqlserver、Vue。web端采用ElementUI，手机端采用VantUI，管理后台采用WebdeskUI。直播、视频学习、试题练习、测试、考试、学习证明、成绩打印，真正实现“学、练、考”一体。微信支持、支付宝支付。私有化部署，永久授权，终身享用。安装量超三万家。,JavaScript,2018-01-31T15:11:48Z,2025-03-12T08:13:30Z,2025-03-05T14:02:49Z,310,178,10,Other,"['examination', 'live', 'online-education-learning', 'questions']",189
lkft-website,0,0,0,0,0,3,28,1,0,1,31,Linaro/lkft-website,https://github.com/Linaro/lkft-website,Linaro's Linux Kernel Functional Testing Website,JavaScript,2018-01-11T14:40:29Z,2025-02-13T10:15:49Z,2025-02-13T10:15:45Z,3,18,1,,[],175
login.dfe.audit.winston-sequelize-transport,15,51,30,2,98,3,5,0,0,0,8,DFE-Digital/login.dfe.audit.winston-sequelize-transport,https://github.com/DFE-Digital/login.dfe.audit.winston-sequelize-transport,,JavaScript,2018-01-29T14:54:42Z,2025-03-12T15:42:07Z,2025-03-12T15:43:53Z,0,1,0,MIT License,[],26
login.dfe.saml-assertions,24,78,63,2,167,3,5,2,1,0,10,DFE-Digital/login.dfe.saml-assertions,https://github.com/DFE-Digital/login.dfe.saml-assertions,,JavaScript,2018-01-04T10:10:53Z,2025-03-12T08:18:29Z,2025-03-12T08:18:27Z,0,2,0,MIT License,[],107
login.dfe.support,24,87,67,3,181,45,39,16,0,2,98,DFE-Digital/login.dfe.support,https://github.com/DFE-Digital/login.dfe.support,Application for support staff to service user requests,JavaScript,2018-01-11T09:43:12Z,2025-03-17T14:51:26Z,2025-03-17T17:34:56Z,4,2,4,MIT License,[],673
main,0,0,2,0,2,27,73,0,0,46,54,kunisatoLab/main,https://github.com/kunisatoLab/main,,JavaScript,2018-01-03T14:18:42Z,2025-02-21T22:00:09Z,2025-02-21T22:00:03Z,2,0,0,,[],298
manage-key-workers,0,0,0,0,0,22,44,34,0,3,97,ministryofjustice/manage-key-workers,https://github.com/ministryofjustice/manage-key-workers,A spring boot app to manage keyworkers,JavaScript,2018-01-23T08:50:21Z,2025-02-26T13:59:40Z,2025-03-11T18:31:22Z,2,1,16,MIT License,['hmpps'],994
maproulette3,0,0,0,0,0,88,11,1,0,5,95,maproulette/maproulette3,https://github.com/maproulette/maproulette3,"MapRoulette, the micro-tasking tool for OpenStreetMap",JavaScript,2018-01-17T20:51:55Z,2025-03-17T00:17:02Z,2025-03-17T18:12:11Z,145,37,118,MIT License,"['maproulette', 'openstreetmap']",508
materialdesignweb,19,94,78,2,193,24,62,14,0,3,97,clshortfuse/materialdesignweb,https://github.com/clshortfuse/materialdesignweb,Material Design for Web,JavaScript,2018-01-20T20:40:21Z,2025-02-25T20:46:08Z,2025-02-25T20:46:04Z,40,6,3,ISC License,"['css', 'design', 'material']",931
mathemat-lab,0,1,3,0,4,0,10,0,0,0,10,nathmahale/mathemat-lab,https://github.com/nathmahale/mathemat-lab,Sample nodejs app for calculator,JavaScript,2018-01-20T05:20:06Z,2025-02-15T11:55:33Z,2025-03-10T20:35:01Z,0,0,4,MIT License,"['cypress', 'docker', 'expressjs', 'jenkins', 'mathematics', 'mocha', 'nodejs', 'superagent', 'webpack']",50
maybe2020.github.io,0,0,0,0,0,19,74,7,0,14,86,maybe2020/maybe2020.github.io,https://github.com/maybe2020/maybe2020.github.io,,JavaScript,2018-01-04T05:15:12Z,2025-03-06T05:36:37Z,2025-03-06T05:36:34Z,0,0,3,,[],587
mb-portfolio,0,0,0,0,0,12,88,0,0,3,97,marisabivi/mb-portfolio,https://github.com/marisabivi/mb-portfolio,,JavaScript,2018-01-07T19:24:39Z,2025-03-06T20:34:09Z,2025-03-06T20:34:05Z,1,0,0,,[],491
Minesweeper-React,0,0,0,0,0,28,71,1,0,49,51,RoseLV/Minesweeper-React,https://github.com/RoseLV/Minesweeper-React,,JavaScript,2018-01-26T00:11:16Z,2025-02-23T20:38:29Z,2025-02-23T20:38:25Z,1,0,21,,[],428
mini_startpage,0,0,0,0,0,6,35,0,0,9,32,J-CITY/mini_startpage,https://github.com/J-CITY/mini_startpage,Simple startpage,JavaScript,2018-01-25T08:08:00Z,2025-03-02T10:38:22Z,2025-03-01T08:33:35Z,2,0,0,,"['html', 'js', 'minimal', 'startpage']",185
miroshkin.github.io,16,77,57,3,153,3,67,0,0,16,54,miroshkin/miroshkin.github.io,https://github.com/miroshkin/miroshkin.github.io,Miroshkin Anton - Full stack developer - Site,JavaScript,2018-01-26T14:20:51Z,2025-03-16T11:06:42Z,2025-03-16T11:06:39Z,0,0,10,MIT License,[],264
moodle-tool_opencast,0,0,0,0,0,11,7,6,0,0,24,Opencast-Moodle/moodle-tool_opencast,https://github.com/Opencast-Moodle/moodle-tool_opencast,Moodle plugin which provides API functions as well as general settings for all Opencast plugins for Moodle and which is required by them.,JavaScript,2018-01-30T13:15:08Z,2025-02-27T11:39:13Z,2025-02-27T01:31:19Z,15,10,12,Other,"['hacktoberfest', 'moodle', 'moodle-plugin', 'moodle-tool', 'opencast']",104
MPMBs,0,0,0,0,0,3,97,0,0,3,97,NodHero/MPMBs,https://github.com/NodHero/MPMBs,Collection of codes (my own and others) for the MPMB character sheet (for Dungeons and Dragons 5e),JavaScript,2018-01-23T01:27:33Z,2025-02-10T21:27:12Z,2025-02-10T21:27:07Z,8,4,0,,[],1026
msdos-editor,0,0,0,0,0,6,92,2,0,6,94,IonicaBizau/msdos-editor,https://github.com/IonicaBizau/msdos-editor,:tv: An MS-DOS like editor in your browser.,JavaScript,2018-01-17T10:51:59Z,2025-02-13T23:26:48Z,2025-02-13T23:26:48Z,23,1,1,MIT License,['hacktoberfest'],467
Nashira,13,31,29,2,75,1,5,0,0,2,4,ShowingCloud/Nashira,https://github.com/ShowingCloud/Nashira,Showing Cloud Account System,JavaScript,2018-01-12T04:27:59Z,2025-02-14T17:54:46Z,2025-02-14T17:54:47Z,1,1,0,MIT License,[],27
nebrasketball,0,0,0,0,0,1,25,1,0,3,24,bvankat/nebrasketball,https://github.com/bvankat/nebrasketball,Tracking tournament odds for the Nebraska basketball team,JavaScript,2018-01-22T06:34:44Z,2025-03-13T17:37:14Z,2025-03-13T17:37:10Z,5,1,8,,[],92
nikuman,0,0,0,0,0,0,6,0,0,1,5,jaxx2104/nikuman,https://github.com/jaxx2104/nikuman,Nuxt.js + Firebase / Firestore  :muscle:,JavaScript,2018-01-04T14:33:06Z,2025-02-28T18:30:53Z,2025-03-12T16:01:21Z,5,2,10,,[],30
node-edfsm,15,51,30,1,97,1,3,0,0,0,4,jue89/node-edfsm,https://github.com/jue89/node-edfsm,Event-driven Finite State Machine,JavaScript,2018-01-24T00:57:26Z,2025-03-06T20:53:14Z,2025-03-06T20:53:24Z,0,0,1,MIT License,[],20
node-mqttsngw-mqttbroker,13,53,35,1,102,3,2,0,0,0,5,jue89/node-mqttsngw-mqttbroker,https://github.com/jue89/node-mqttsngw-mqttbroker,MQTT-SN Gateway: Connection to MQTT Broker,JavaScript,2018-01-28T22:12:16Z,2025-02-25T14:21:46Z,2025-02-25T14:21:57Z,1,3,5,MIT License,[],15
node-red-contrib-evohome,1,18,10,1,30,1,2,2,0,0,5,codeaholics/node-red-contrib-evohome,https://github.com/codeaholics/node-red-contrib-evohome,Honeywell Evohome integration for NodeRED,JavaScript,2018-01-30T22:30:31Z,2025-03-16T19:53:20Z,2025-03-16T19:53:17Z,2,1,14,,[],45
nodekb,11,14,27,0,52,0,13,0,0,1,12,belachkar/nodekb,https://github.com/belachkar/nodekb,Node Knowledge Base,JavaScript,2018-01-05T12:53:59Z,2025-02-11T13:52:00Z,2025-02-11T13:52:03Z,2,0,0,,[],46
nono-sam,0,0,0,0,0,0,3,1,0,0,4,10thfloor/nono-sam,https://github.com/10thfloor/nono-sam,"Demo of HTML Component class, using State -> Action -> Model pattern.",JavaScript,2018-01-16T16:20:14Z,2025-02-14T20:58:48Z,2025-02-14T20:58:45Z,2,0,0,,[],12
nosso_amigo_secreto,0,0,0,0,0,6,94,0,0,43,57,RenatoDaSilva/nosso_amigo_secreto,https://github.com/RenatoDaSilva/nosso_amigo_secreto,,JavaScript,2018-01-24T01:05:20Z,2025-03-12T12:07:36Z,2025-03-12T12:07:34Z,0,0,0,,[],178
notifications-slack,0,0,0,0,0,0,0,1,0,0,1,screwdriver-cd/notifications-slack,https://github.com/screwdriver-cd/notifications-slack,Plugin to send Screwdriver build notifications,JavaScript,2018-01-12T17:48:10Z,2025-02-20T17:43:31Z,2025-02-20T17:45:16Z,2,3,0,Other,[],20
oasis.cbd.int,0,0,0,0,0,12,79,9,0,5,95,scbd/oasis.cbd.int,https://github.com/scbd/oasis.cbd.int,,JavaScript,2018-01-15T15:09:41Z,2025-03-13T20:29:52Z,2025-03-13T20:30:08Z,0,0,0,MIT License,[],677
OldTimeHockey,0,0,1,0,1,56,42,2,0,12,88,sprx97/OldTimeHockey,https://github.com/sprx97/OldTimeHockey,Website and scripts for OldTimeHockey fantasy hockey league.,JavaScript,2018-01-13T07:38:54Z,2025-03-14T01:45:39Z,2025-03-14T01:45:42Z,3,5,22,,[],455
orgajs,0,0,0,0,0,49,50,1,0,7,93,orgapp/orgajs,https://github.com/orgapp/orgajs,parse org-mode content into AST,JavaScript,2018-01-19T08:28:46Z,2025-03-06T07:37:28Z,2025-03-02T20:26:55Z,627,61,62,MIT License,"['ast', 'gatsbyjs', 'javascript', 'org-mode', 'unified']",415
Otee,0,0,0,0,0,1,43,1,0,3,42,thathurtabit/Otee,https://github.com/thathurtabit/Otee,"Otee - Dodge, Deceive, Don't Die.",JavaScript,2018-01-27T11:36:01Z,2025-02-25T14:42:00Z,2025-02-25T14:42:34Z,1,0,0,MIT License,[],220
passing-notes,0,0,0,0,0,1,4,1,0,0,6,vinsonchuong/passing-notes,https://github.com/vinsonchuong/passing-notes,Workflows for transfering data between frontend and backend,JavaScript,2018-01-17T05:11:28Z,2025-02-14T18:09:00Z,2025-02-14T18:09:03Z,3,0,6,MIT License,[],40
passport,0,0,0,0,0,15,7,11,0,4,29,ecomplus/passport,https://github.com/ecomplus/passport,E-Com Plus service for customer login and signup with Passportjs,JavaScript,2018-01-09T17:21:48Z,2025-02-27T04:55:58Z,2025-02-27T04:55:54Z,0,2,1,GNU General Public License v3.0,[],304
personal_website,0,0,0,0,0,0,13,0,0,2,11,tekindermisel/personal_website,https://github.com/tekindermisel/personal_website,Personal website powered by Hugo.js,JavaScript,2018-01-01T20:47:15Z,2025-02-28T20:34:44Z,2025-02-28T20:34:39Z,0,0,0,,[],27
Pool,0,0,0,0,0,0,1,0,0,0,1,HowProgrammingWorks/Pool,https://github.com/HowProgrammingWorks/Pool,Object Pool,JavaScript,2018-01-05T20:52:47Z,2025-03-08T21:33:04Z,2025-03-08T21:33:01Z,8,10,1,MIT License,"['object-pool', 'pattern', 'pool']",5
portal,0,0,0,0,0,63,29,8,0,4,96,nci-hcmi-catalog/portal,https://github.com/nci-hcmi-catalog/portal,HCMI Searchable Catalog Portal ,JavaScript,2018-01-03T16:42:37Z,2025-02-21T18:07:11Z,2025-03-17T14:42:35Z,7,2,30,"BSD 3-Clause ""New"" or ""Revised"" License",['hacktoberfest'],592
portfolio,0,0,0,0,0,32,66,2,0,10,90,SammyTeas/portfolio,https://github.com/SammyTeas/portfolio,,JavaScript,2018-01-26T05:39:04Z,2025-02-13T18:37:01Z,2025-02-13T18:36:57Z,0,0,0,,[],519
prepply,0,0,0,0,0,6,38,0,0,1,43,breedx2/prepply,https://github.com/breedx2/prepply,Static website generator in node.js,JavaScript,2018-01-02T01:33:46Z,2025-02-19T06:30:18Z,2025-02-19T06:30:14Z,2,0,0,,[],177
prerender-alpine,0,0,0,0,0,1,0,0,0,0,1,tvanro/prerender-alpine,https://github.com/tvanro/prerender-alpine,Lightweight Prerender container built on Alpine Linux with Node and Headless Chromium,JavaScript,2018-01-04T10:32:56Z,2025-03-11T08:39:37Z,2025-02-10T10:46:57Z,94,54,3,,"['docker', 'headless-chrome', 'node', 'prerender']",5
puerto-rico-scoresheet,24,114,93,3,234,17,17,0,0,5,29,ROldford/puerto-rico-scoresheet,https://github.com/ROldford/puerto-rico-scoresheet,,JavaScript,2018-01-25T02:35:44Z,2025-03-12T20:28:57Z,2025-03-12T20:28:57Z,1,0,0,,[],172
quanthub,0,0,0,0,0,5,36,17,0,3,55,sanger/quanthub,https://github.com/sanger/quanthub,Provides parsing and visualisation of the concentration information from qPCR and plate readers,JavaScript,2018-01-22T08:46:19Z,2025-03-04T16:33:56Z,2025-03-14T20:32:00Z,2,4,10,MIT License,[],486
random-word-wikipedia,0,0,0,0,0,0,6,0,0,0,6,elzup/random-word-wikipedia,https://github.com/elzup/random-word-wikipedia,[𝐖] Get random word from wikipedia random page,JavaScript,2018-01-16T14:13:23Z,2025-02-28T20:53:48Z,2025-03-03T20:47:40Z,6,0,6,MIT License,"['cli', 'faker', 'random', 'wikipedia']",18
RCGame.github.io,0,0,0,0,0,17,83,0,0,10,90,RCGame/RCGame.github.io,https://github.com/RCGame/RCGame.github.io,,JavaScript,2018-01-31T21:24:23Z,2025-03-14T23:06:13Z,2025-03-14T23:06:10Z,0,0,0,,[],502
react-badly,0,0,0,0,0,0,9,0,0,0,9,maniator/react-badly,https://github.com/maniator/react-badly,Error boundary react component,JavaScript,2018-01-11T16:06:23Z,2025-03-17T10:58:35Z,2025-03-17T10:58:37Z,7,2,0,,"['catch', 'error-boundaries', 'react', 'react-16', 'tree']",41
react-file-icon,38,132,100,3,273,0,7,0,0,1,6,corygibbons/react-file-icon,https://github.com/corygibbons/react-file-icon,React component that makes it easy to render themeable svg file icons.,JavaScript,2018-01-25T17:15:38Z,2025-03-11T16:22:17Z,2025-02-14T18:25:06Z,125,30,11,MIT License,"['icons', 'react', 'react-component', 'svg']",32
react_playground,52,238,311,6,607,52,40,8,0,8,92,dxps/react_playground,https://github.com/dxps/react_playground,React.js related playground,JavaScript,2018-01-07T21:23:07Z,2025-02-17T18:46:24Z,2025-02-17T18:46:20Z,0,0,0,MIT License,[],536
remote,0,0,0,0,0,9,42,1,0,13,39,PhotoPizza/remote,https://github.com/PhotoPizza/remote,,JavaScript,2018-01-08T15:43:35Z,2025-03-15T17:56:10Z,2025-03-15T17:56:06Z,0,2,0,,[],266
reneghosh.github.io,0,0,0,0,0,15,84,0,1,15,84,reneghosh/reneghosh.github.io,https://github.com/reneghosh/reneghosh.github.io,,JavaScript,2018-01-26T18:38:33Z,2025-02-13T21:36:45Z,2025-02-13T21:36:41Z,1,1,0,,[],458
rifat-hossain.github.io,0,0,0,0,0,0,96,4,0,0,100,rifat-hossain/rifat-hossain.github.io,https://github.com/rifat-hossain/rifat-hossain.github.io,,JavaScript,2018-01-29T09:49:43Z,2025-03-16T16:50:40Z,2025-03-16T16:50:37Z,0,0,0,,[],842
robinaone.github.io,0,0,0,0,0,17,81,2,0,8,92,robinaone/robinaone.github.io,https://github.com/robinaone/robinaone.github.io,,JavaScript,2018-01-25T14:09:30Z,2025-03-13T18:40:13Z,2025-03-13T18:40:10Z,0,0,0,MIT License,[],442
romanesco-theme,0,0,0,0,0,0,61,1,0,0,62,hugopeek/romanesco-theme,https://github.com/hugopeek/romanesco-theme,,JavaScript,2018-01-18T01:49:51Z,2025-03-01T09:32:11Z,2025-03-01T09:32:07Z,0,0,0,,[],391
safe-to-swim,0,0,0,0,0,7,93,0,0,1,99,mmtang/safe-to-swim,https://github.com/mmtang/safe-to-swim,Interactive map for viewing and downloading bacteria data at coastal and inland monitoring locations.,JavaScript,2018-01-08T19:30:44Z,2025-03-17T06:11:28Z,2025-03-17T06:11:23Z,0,0,0,,[],504
SampleAPIs,5,25,25,0,55,0,39,0,0,0,39,jermbo/SampleAPIs,https://github.com/jermbo/SampleAPIs,"A simple, no fuss, no mess, no auth playground for learning RESTful or GraphQL APIs.",JavaScript,2018-01-30T04:35:51Z,2025-03-12T14:42:30Z,2025-03-12T14:42:32Z,214,56,5,MIT License,"['api', 'javascript', 'json-server', 'node', 'restful']",195
schematics-angular-builds,0,0,0,0,0,22,71,7,0,1,99,angular/schematics-angular-builds,https://github.com/angular/schematics-angular-builds,Build artifacts for @schematics/angular,JavaScript,2018-01-31T18:51:46Z,2025-03-17T16:35:49Z,2025-03-17T16:35:46Z,12,20,2,MIT License,[],611
ShayanPersonal.github.io,0,0,0,0,0,2,73,0,0,2,73,ShayanPersonal/ShayanPersonal.github.io,https://github.com/ShayanPersonal/ShayanPersonal.github.io,,JavaScript,2018-01-21T08:42:34Z,2025-03-16T04:21:31Z,2025-03-16T04:21:27Z,0,0,0,,[],376
shruti3101.github.io,0,0,0,0,0,5,95,0,0,8,92,shruti3101/shruti3101.github.io,https://github.com/shruti3101/shruti3101.github.io,Cool stuff created with Agnes. ,JavaScript,2018-01-24T10:50:27Z,2025-03-17T16:37:09Z,2025-03-17T16:37:05Z,2,0,0,,[],496
simple-server,0,7,10,0,17,0,3,0,0,0,3,a-zen/simple-server,https://github.com/a-zen/simple-server,A simple-dummy rest service using node.js and express,JavaScript,2018-01-23T22:40:11Z,2025-03-15T11:22:01Z,2025-03-15T11:22:03Z,0,1,0,MIT License,"['docker', 'dummy']",15
site-settings-seo,0,0,0,0,0,89,11,0,0,1,99,Jahia/site-settings-seo,https://github.com/Jahia/site-settings-seo,,JavaScript,2018-01-10T09:04:57Z,2025-03-17T16:54:49Z,2025-03-17T17:39:32Z,0,0,20,MIT License,"['core', 'product', 'seo', 'supported']",476
sm-crypto,0,0,0,0,0,18,21,0,0,9,30,JuneAndGreen/sm-crypto,https://github.com/JuneAndGreen/sm-crypto,国密算法js版,JavaScript,2018-01-27T14:20:14Z,2025-03-17T01:42:19Z,2025-03-10T03:10:13Z,1006,265,24,MIT License,[],334
smerge,17,50,54,2,123,22,74,3,1,8,91,manzanillo/smerge,https://github.com/manzanillo/smerge,a version control system for school environments and Snap! using Django and Cytoscape.js,JavaScript,2018-01-31T14:08:44Z,2025-03-03T15:03:28Z,2025-03-03T15:02:50Z,15,6,40,MIT License,[],415
snowflake-connector-nodejs,0,0,0,0,0,25,68,5,2,0,98,snowflakedb/snowflake-connector-nodejs,https://github.com/snowflakedb/snowflake-connector-nodejs,NodeJS driver,JavaScript,2018-01-09T01:00:25Z,2025-03-13T16:29:18Z,2025-03-17T12:56:22Z,127,134,58,Apache License 2.0,[],631
snowstorm,0,0,0,0,0,1,9,1,0,4,7,berkerol/snowstorm,https://github.com/berkerol/snowstorm,Watch a crazy snowstorm in the comfort of your browser,JavaScript,2018-01-08T08:45:56Z,2025-03-03T18:49:13Z,2025-03-03T18:49:09Z,1,0,0,GNU General Public License v3.0,"['snow', 'snowfall', 'snowflake', 'winter']",49
SoftUniPractice,0,0,0,0,0,12,82,6,0,12,88,ventsislavivanov/SoftUniPractice,https://github.com/ventsislavivanov/SoftUniPractice,,JavaScript,2018-01-07T10:47:20Z,2025-02-11T22:57:37Z,2025-02-11T22:57:32Z,0,0,0,MIT License,[],544
sonnen-dashboard,0,0,0,0,0,14,28,2,0,4,40,arpesenti/sonnen-dashboard,https://github.com/arpesenti/sonnen-dashboard,Simple dashboard to display data from a Sonnen Battery ,JavaScript,2018-01-28T15:38:23Z,2025-03-11T04:52:49Z,2025-03-11T04:52:51Z,2,1,0,,[],241
soundTest,0,0,0,0,0,6,21,0,0,2,25,gddickinson/soundTest,https://github.com/gddickinson/soundTest,sleeping loops and more,JavaScript,2018-01-23T00:17:18Z,2025-02-25T18:01:18Z,2025-02-25T18:01:14Z,0,0,0,,[],154
spoof-timezone,0,0,0,0,0,2,97,1,0,2,98,joue-quroi/spoof-timezone,https://github.com/joue-quroi/spoof-timezone,A privacy related add-on to spoof the timezone that is returned by your browser,JavaScript,2018-01-21T17:00:34Z,2025-03-11T00:25:48Z,2025-02-18T06:00:59Z,69,16,27,Mozilla Public License 2.0,[],490
sprinter-turtle,0,0,0,0,0,6,8,6,0,4,16,berkerol/sprinter-turtle,https://github.com/berkerol/sprinter-turtle,2D top down road crossing game,JavaScript,2018-01-06T19:57:10Z,2025-03-03T18:49:46Z,2025-03-03T18:49:42Z,0,0,0,GNU General Public License v3.0,['road-crossing-game'],144
stanlee12.github.io,0,0,0,0,0,6,89,5,0,12,88,StanLee12/stanlee12.github.io,https://github.com/StanLee12/stanlee12.github.io,Stan's blog,JavaScript,2018-01-15T04:49:02Z,2025-02-28T02:21:29Z,2025-02-28T02:21:26Z,0,0,0,,['blog'],548
stats-of-the-storm,0,0,0,0,0,1,73,26,0,3,97,ebshimizu/stats-of-the-storm,https://github.com/ebshimizu/stats-of-the-storm,A Heroes of the Storm replay parsing and stat tracking application,JavaScript,2018-01-14T19:03:54Z,2025-03-09T01:07:05Z,2025-03-09T16:43:08Z,60,15,20,MIT License,"['heroes-of-the-storm', 'parser', 'replay-parser', 'statistics']",824
stellarguard,0,0,0,0,0,74,25,1,0,0,100,stellarguard/stellarguard,https://github.com/stellarguard/stellarguard,,JavaScript,2018-01-16T03:04:35Z,2025-02-18T14:30:32Z,2025-02-18T14:30:26Z,20,8,35,MIT License,[],497
